,식당명,GRID_X,GRID_Y
2395,피자와치킨의러브레터 원주일산점,395126,526969
2396,포레스트,383887,533731
2397,한신포차 원주단계점,394184,527210
2398,착한낙지 원주단계점,393351,527581
2399,본죽 원주무실점,393857,526015
2400,삼겹포차,384130,523410
2401,기와뜰,397030,526922
2402,포메인 원주롯데시네마점,395626,525455
2403,파리바게뜨 원주원동점,394906,526584
2404,연어얌,394189,527081
2405,카페 로톤다,387218,527495
2406,소적두 원주혁신도시점,398256,524705
2407,가람숯불장어,394567,524411
2408,백정,394058,527109
2409,하늘풍경,396595,524799
2410,오직감자탕,396462,524570
2411,산아이슬아,396368,527493
2412,순애네추어탕,386096,528884
2413,통로포장마차,394157,526659
2414,춘천대영닭갈비 본점,393263,525737
2415,일호감자탕명륜점,396002,526493
2416,취중천국,397062,523829
2417,청정고을순대 태장점,395991,531394
2418,명륜만두,395067,524848
2419,3대칡냉면본점,395694,527363
2420,옹기족발,395208,527539
2421,행구동 생선구이,400777,526915
2422,원동칼국수,395549,527075
2423,논현동 매화串양꼬치 원주점,396431,524725
2424,밥짓는집,394435,529542
2425,진미막국수집,396397,526303
2426,감동돼지,393792,526218
2427,한뚝수육국밥,398450,524903
2428,똘이떡볶이,395670,527660
2429,롤링킹 원주단구점,395626,525455
2430,영순이해물찜,396573,524574
2431,장군본가,396792,526641
2432,화덕생선구이조림,395663,531562
2433,카페라떼떼 원주혁신도시점,399004,524975
2434,강릉집,395669,527659
2435,초록염소탕,396264,531237
2436,꾸러기분식,395637,527667
2437,초우식당,395693,527560
2438,미사리밀빛초계국수&닭칼국수 원주점,398273,526897
2439,안동반점,396016,527282
2440,예쁜꽃돼지,393512,525705
2441,호식이두마리치킨,395353,526976
2442,부산오륙도횟집,394356,526442
2443,오올블루,392269,519682
2444,지정환피자 단계점,394247,527299
2445,해물을품은짬뽕 본점,396381,524379
2446,정짜족발곱창,395579,531086
2447,심순네간장게장,398709,530761
2448,아웃백스테이크하우스 원주점,393415,526478
2449,이모네집,392257,519724
2450,한가족숯불닭갈비,396457,524616
2451,김치뚝딱무실점,393359,525686
2452,고려원,392884,524515
2453,공지천닭갈비,395644,525383
2454,삼산동짬뽕의신화,394099,527465
2455,해물명가,393323,525741
2456,구이닭숯불바베큐,393384,525696
2457,요런떡볶이 원주명륜점,394882,524932
2458,호떡상회,398704,524908
2459,짱가네포차,396244,527823
2460,오크카페,384169,536951
2461,포베이 AK플라자원주점,393783,527081
2462,호식이두마리치킨 태장점,395538,531225
2463,황제원,397459,530049
2464,고기원칙 단계점,393779,527367
2465,동대문 마약김밥&국물떡볶이,394684,530017
2466,상해반점,393455,525716
2467,버드힐,400937,526166
2468,미향본가,389666,530396
2469,피자스쿨 원주봉산점,397182,526632
2470,페리카나치킨삼광점(삼익아파트앞),397373,526683
2471,피제이피자 원주1호점,394536,529486
2472,파스쿠찌 원주행구길카페점,400878,526918
2473,문일한우촌 오크밸리점,385588,534528
2474,장금성중화요리,400170,520178
2475,명품꼬마김밥 기업점,388919,531141
2476,옛골가든,383984,520138
2477,카페오루엘르,395397,527799
2478,시골집 원주직영점,397484,530658
2479,본가영빈관,389845,509226
2480,김밥천국원주1호점,394004,527058
2481,래래반점,393740,527178
2482,복자네코닭전문점,394188,525576
2483,마포화곱창 단계점,393638,527464
2484,가장맛있는족발 원주기업도시점,389480,530211
2485,정담콩나물국밥,388980,530182
2486,행복한우동가게,396414,524645
2487,한식 문막휴게소 강릉방향,383028,524217
2488,곤지암소머리곰탕,397021,524145
2489,한아름정육&숯불구이,395195,524588
2490,oncloude9,394547,529752
2491,호식이두마리치킨,393025,521963
2492,BHC치킨 원주흥업점,392202,519665
2493,양마니명동찌개마을,399098,525104
2494,쏘딜리셔스,394152,525542
2495,파스타&라이스,394497,529802
2496,밥•BOX,395700,524344
2497,신개념 서서갈비 육장갈비,399098,525104
2498,소나무포차,396394,526356
2499,초우,395693,527560
2500,수 숯불직화꼬치,393699,526090
2501,BHC 원동점,395211,526828
2502,편백찜샤브샤브,397935,526820
2503,쟈스민매지점,392348,520124
2504,교촌치킨 강원지사,392642,524036
2505,뗏마루안동찜닭,392091,519502
2506,페리카나,396625,525145
2507,굿맘할매순대국&양선지해장국 남부시장점,396259,526715
2508,대면숯불구이,393133,522342
2509,북문당 기업도시점,388862,531094
2510,엄청난떡볶이,388862,531094
2511,정승골한우 숯불구이,394287,526572
2512,돈까스뷔페 밥아저씨,395643,527707
2513,육개장&설렁탕,395287,525334
2514,감동튀김,393983,525661
2515,또와또이색포차,396704,524333
2516,토토미닭강정,393062,524872
2517,COFFEEJOA,396309,523961
2518,포코아포코,400882,529153
2519,오성왕족,394172,527536
2520,토박이해장국,383969,523284
2521,해피하우스,394042,525608
2522,뽕나무집,404706,535171
2523,평산가,393318,521831
2524,한우대통령초이스보좌관,393897,523501
2525,지앤아이,396372,528793
2526,곳간채참숯한우농장,394100,525800
2527,삼우수산,395994,531330
2528,엄마왕족발보쌈,394250,526031
2529,마리오피자 단계무실점,394912,526633
2530,원주밥상,393216,528797
2531,대성대박,395783,531011
2532,더탭,395175,527328
2533,구룡맥주,393971,527069
2534,보원,396238,524469
2535,뽀끼뽀끼분식,396273,526703
2536,파랑새식당,394171,526822
2537,난다나,401328,525836
2538,두부고을,388501,507040
2539,동네포차,393767,526038
2540,매지리엄나무집가든,391449,517344
2541,대가영양탕,397010,526899
2542,상하이문,393953,527309
2543,똠방,395676,526130
2544,짬뽕이맛있는중국집,394261,527296
2545,라인비어,398397,524778
2546,불고기백반,394266,526022
2547,랜덤커피,395693,527560
2548,24시엄마왕족발보쌈,394250,526031
2549,카페제이 2호점,395192,524295
2550,연필 커피,387623,525851
2551,인생해장국 봉산점,397165,526669
2552,신밥도둑 착한게장,394336,527928
2553,Due Mani,393793,527368
2554,돈까스맛집&우동,394365,526637
2555,봉수아피자 기업도시점,389522,530168
2556,가나숯불구이,395720,527581
2557,몽실통통,395656,527648
2558,오빠짬뽕,394011,527355
2559,두부마실,385985,533966
2560,장원왕족발,395207,526970
2561,무진장왕뽈때기,396488,524578
2562,일미닭갈비,394506,529763
2563,이지쿡 로컬로,395076,524362
2564,행복한밥집,395385,525576
2565,은하철도곱곱곱 단계점,393997,527336
2566,더밥상 2호점,395668,525907
2567,커피온에어,399798,526892
2568,길쭉이호떡 원주본점,395572,527690
2569,배스킨라빈스 원주기업호반,388962,531163
2570,낭만호랑이,395978,525475
2571,죠우엔,398435,524908
2572,학이비어,394219,527303
2573,미스터후라이드,394064,527429
2574,용우동 원주휴게소하행점,393919,537031
2575,kim자카야0304,394987,524672
2576,큰집막창 봉산점,397160,526719
2577,별이네국수,394835,529367
2578,전설의 떡볶이,394529,529425
2579,남자의분식,394213,527358
2580,배부른돼지,396426,524760
2581,한우와송이,386137,533853
2582,카페 샤부작,384334,523588
2583,치악산갈비,400417,519974
2584,별미꼬막,397793,526563
2585,배달돼지 원주점,394253,526553
2586,통큰갈비 단계점,394245,527265
2587,또또지짐이태장점,395702,531295
2588,엄딸뒷고기,398730,525038
2589,정담은알탕,392772,528873
2590,미스터보쌈5379 원주단구점,397459,523964
2591,카페HOBAK(호박),393194,526511
2592,한우덕 원주휴게소부산방향점,393919,537031
2593,이모네밥집,394247,526193
2594,우마왕,396475,524558
2595,정가계,393891,526130
2596,터미널다방,394117,527079
2597,얼큰동태탕&김치찜,395274,525395
2598,원주IC밥상,395490,532871
2599,최가네막국수,395747,531294
2600,일백집서울포차단계점,394071,527103
2601,백호회관,397459,531026
2602,대부도 해물 바지락 칼국수,395134,524287
2603,빅스타피자 원주단구점,396273,524438
2604,주막집곰탕해장국,385993,533954
2605,한우덕 원주휴게소춘천방향점,394156,536937
2606,현민이네김밥하우스,393833,525994
2607,메리골드,388941,531119
2608,명륜진사갈비 원주반곡점,397335,526326
2609,치악휴게소춘천방향 푸드코트,404516,517212
2610,빵사부식빵공방 원주점,395617,527609
2611,혼밥 닭선생 원주1호점,395154,527107
2612,진국추어탕,393026,522137
2613,임창정의모서리족발 원주단계동점,393939,527342
2614,직화락 원주본점,394214,527605
2615,딜리셔스펍1박2일,394059,527457
2616,60계 태장우산점,395657,531108
2617,남송윤가막국수,394426,523863
2618,짝궁뎅이 훈제오리,395185,525194
2619,칼국수와수제비,395202,528219
2620,도담국수,395872,526439
2621,커피앨리스,395023,524308
2622,명랑핫도그 원주기업도시점,389250,530655
2623,미소한상,388941,531119
2624,에그박스,394055,525730
2625,연필카페,387625,525854
2626,할리스커피 원주휴게소부산방향점,393919,537031
2627,통큰두마리찜닭 기업도시점,389264,530193
2628,BHC치킨 원주메가박스점,393980,527004
2629,밥집 단구점,396704,524782
2630,성호양꼬치,394006,527412
2631,푸른솔정,400800,526920
2632,동현만두감자떡,394751,528294
2633,빅스타피자 기업도시점,388962,531163
2634,돼지국밥명륜점,395816,526230
2635,태장수산,395743,531165
2636,미락정,377919,511670
2637,용범이네인계동껍데기 원주단계점,394158,527312
2638,유가네 가마솥소머리 국밥,390322,507731
2639,보우드릴,395104,524297
2640,계백수제갈비,395943,531332
2641,야시장포차,394196,527342
2642,옛날통닭법원점,394278,526006
2643,아리랑 푸드,389570,530294
2644,뷔페천수궁,394718,528622
2645,서대문족발 원주단구점,396439,524477
2646,본래순대 원주무실점,393943,525753
2647,진수성찬양평해장국 원주시청점,393378,526559
2648,왕쌀떡볶이도너츠,395994,531330
2649,양푼이,393594,527474
2650,오이소지짐이,394352,526429
2651,찜닭킹 단계무실점,395224,525278
2652,삼형제수산,398442,524809
2653,카페구름,396181,527081
2654,달봉이치킨 개운점,396180,526253
2655,하늘돈까스,396717,523741
2656,이상인의밥깨비 원주점,395321,525331
2657,노다지,395164,525523
2658,어부네,396245,531248
2659,백운돼지양념갈비,394237,526079
2660,손수,396189,531499
2661,징검다리포차,393740,527178
2662,전주명가,393862,526890
2663,마루산채정식,395146,526942
2664,이춘봉인생치킨 원주기업도시점,388838,531219
2665,아그집쭈꾸미볶음원주점,393333,525656
2666,이벤트,400439,529448
2667,흥양매점,399569,531243
2668,못난이찹쌀야채호떡,395575,527503
2669,태백장군한우실비,397119,524367
2670,원주회수산,395030,526764
2671,달빛맥주 원주기업도시점,388941,531119
2672,예지현&소우재,395913,526164
2673,플레이펍,393718,527311
2674,용우동 원주휴게소상행점,394156,536937
2675,치킨과바람피자 원주단계점,394039,528311
2676,소머리곰탕,396170,527095
2677,사신떡볶이 기업도시점,388734,531236
2678,피자치킨타임,396008,525639
2679,오마뎅 오크밸리점,383146,534133
2680,카페빈 원주점,395506,527635
2681,나들목 숯불구이,395693,527560
2682,꽃삼구이,393408,525754
2683,황금찹쌀꽈배기,396164,526789
2684,응답하라 곱창1978,394085,527416
2685,웃는돼지,395999,525583
2686,별난만두 신림점,407483,514259
2687,정동진수산,393087,525883
2688,주막데이,396413,523789
2689,감성게장,394336,527928
2690,보뱅이족뱅이,395933,531385
2691,빅스타피자 원주무실점,393436,525655
2692,코끼리가반한핫도그 간현점,385304,529292
2693,눙물닭발,395147,527113
2694,포트커피원주단계점,393725,527278
2695,피노 레스토랑,400879,529149
2696,카페반곡,396938,525563
2697,THE다락,395701,525390
2698,한식당 가림,384107,536714
2699,브레드홈,398836,526264
2700,해우소,393082,522317
2701,천궁성,397458,526692
2702,리얼카츠&칡냉면,395333,525657
2703,칰스,398513,524722
2704,퀸카페,394830,526744
2705,초미가,394645,529425
2706,로즈마리,393613,523060
2707,태정기사식당,396038,532847
2708,할머니만두,395766,527725
2709,호식이두마리치킨 원주1호점,394933,525078
2710,페리카나,395392,526513
2711,엔제리너스 원주터미널점,394085,526944
2712,맛있는원주수제쌀찐빵,394630,529234
2713,CAKE BOX,393841,527606
2714,올레막국수,396781,529125
2715,오리불떡,396424,524453
2716,서원주부페,395581,526074
2717,참샤브샤브,395962,525175
2718,소돈소돈,394681,528569
2719,BHC치킨 원주태장점,395621,531096
2720,오춘자비어 원주단계점,394152,527338
2721,가보세칼국수,395448,527687
2722,광어2마리&회사와,396450,524711
2723,황제참치,393568,527402
2724,문팰리스,395610,527622
2725,송어마을,407544,517250
2726,참숯불뒤통구이,394159,525607
2727,cafe 9634,394515,529759
2728,홍어랑탁주랑,396433,524261
2729,옥정이네포장마차,394760,528944
2730,또봉이통닭 원주단구동성일아파트점,395982,524364
2731,배스킨라빈스 원주중앙,395704,527430
2732,예가낙지마을,399744,520744
2733,베이징양꼬치,395428,527793
2734,대구달구벌막창단구점,396409,524542
2735,알뜰옹심이손칼국수,395640,527183
2736,요거프레소 원주법원점,393987,525824
2737,불타는화로닭발,394130,527424
2738,앗싸곱창 원주점,394002,527303
2739,해오름순대,395894,531311
2740,나루감자탕,395042,524768
2741,가잠물회해물뼈찜,394279,527297
2742,쏘쌩크,394265,527251
2743,굿쥬스 본점,391886,519024
2744,명월관유황오리,395503,526448
2745,아우라지칼국수,396428,527375
2746,산들우렁쌈밥,394093,525604
2747,카페칠공공,395221,524555
2748,갑오정,394217,527111
2749,춘천대영닭갈비,395957,531371
2750,속초수산,393087,525884
2751,돈덩어리,394253,527100
2752,원주간짬뽕,399217,532864
2753,신통치킨 단구점,395784,524561
2754,오페라빈,393476,527417
2755,피쉬팩토리,393830,527610
2756,진조림,393900,526180
2757,차우림,400678,527994
2758,로프트,395299,524631
2759,청정고을명가,396748,523116
2760,신화닭발,385149,524713
2761,The좋은날,396380,525156
2762,초원가든,393344,536219
2763,양평신내해장국,399169,526742
2764,치킨파티 원주개운점,396683,526344
2765,꿀꿀돼지한마리,397035,526720
2766,칼비콩,395559,525666
2767,비어도어,393715,527313
2768,BBQ치킨 원주개운점,396105,525611
2769,숙이네 장칼국수,395346,525109
2770,베이와빈단계점,393804,527426
2771,블루치즈,400863,519280
2772,BHC치킨 원주원동점,395211,526831
2773,이화원,394498,529263
2774,뚜레쥬르 원주단계이안점,394410,528782
2775,Pub849,394246,527147
2776,마리케이크,395966,525194
2777,어달리문어,397067,524387
2778,윤스키친,394069,525758
2779,커피탄리,385807,529079
2780,BBQ흥업매지점,393100,522429
2781,깐풍기의전설 태장점,395985,528712
2782,불난배꼽 구곡점,395078,524856
2783,안스게장무실점,394042,525605
2784,본가족발보쌈,397350,526685
2785,공차 오크밸리점,383294,533988
2786,요거프레소 원주길카페점,400948,526969
2787,우산면옥단관점,396440,524514
2788,사카야,393548,527449
2789,caffe TIAMO 무실점,393454,525639
2790,102 by 커피명작,395191,524906
2791,봉수아피자 원주1호점,389522,530168
2792,명태네식구들,393847,526246
2793,로티모 레스토랑,389553,530184
2794,BBQ치킨앤비어 구곡점,396055,524571
2795,산골,393777,527535
2796,꼬치의품격 단계점,393112,528209
2797,돈 되지? 돈 먹자!,396354,526353
2798,복가복전문점,394558,529423
2799,구주삼 원주1호점,395665,531130
2800,보리별관,396201,524502
2801,평창칼국수손만두,394317,527318
2802,통큰왕만두,396080,526605
2803,배달돼지 닭곰탕 원주1호점,393923,525766
2804,공병포차빠,396567,524400
2805,투다리 반곡점,398884,524945
2806,작꾸자꾸,393315,526418
2807,babascoffee,393762,527320
2808,통달배족발보쌈삼겹 원주단계점,394102,527435
2809,홍은애돼지갈비,395770,527241
2810,연심,396413,524440
2811,BBQ 원주기업도시점,389093,530208
2812,뜰이있는집,393232,526477
2813,쌀쌀맞은닭 원주개운점,396420,526357
2814,참새식당,395979,527284
2815,아해탐,395463,525534
2816,닭매운탕,394440,529573
2817,왓삼 원주점,394378,526335
2818,커피더판다 무실점,393472,525738
2819,수제탕수육명가홍탕 원주점,396430,524280
2820,피자헤븐 원주점,394258,526392
2821,BHC치킨 기업도시점,389570,530294
2822,히스자수까페,396431,526601
2823,브레인퍼브,396451,524748
2824,더나무,400073,529956
2825,밤소풍,399184,525061
2826,쭈꾸미 블루스,393740,527178
2827,카페솔,397114,524013
2828,김양비어 반곡점,397239,526346
2829,아비어,394038,527097
2830,나들이가든,385825,534444
2831,파제르,395242,524629
2832,STELLA,396407,524496
2833,돈까스클럽 원주혁신점,397966,526734
2834,다락방,394962,526583
2835,신불떡볶이 단계점,394190,527078
2836,BBQ치킨 원주태장점,395804,530916
2837,뱃놈수산,394186,526864
2838,전의전쟁,388941,531119
2839,은정돼지부속구이,395879,526161
2840,리츠빈,395299,527349
2841,뉴욕바닷가재 원주점,393430,525201
2842,하문호 황둔 쌀찐빵,417191,517812
2843,마라공부,393718,527211
2844,평화냉삼,396386,524506
2845,디컵 원주시청점,393267,526611
2846,쭈꾸미시스터즈 원주무실점,393970,525736
2847,세숫대야냉면보쌈,398624,524914
2848,행복지수,393786,527479
2849,인자곰탕,395443,527926
2850,해양족발,395114,524565
2851,맛있는 갈비,395010,524743
2852,춘천육림닭갈비,395836,525520
2853,왕십리불곱창,396139,531228
2854,커피토끼,395195,524355
2855,춘천닭갈비,397152,526701
2856,저팔계 무실점,393792,526247
2857,마린보이,389250,530655
2858,미쳐버린파닭 명륜점,395351,525341
2859,명인갈비,393553,527430
2860,띠아모커피 관설점,397021,524092
2861,0칼로리,396435,524447
2862,커피트리,396520,524252
2863,닭치거라 무실점,394230,526266
2864,밀밭 원주점,394585,528243
2865,국제내쇼날,394274,527341
2866,디디케이크 직영점,393987,525824
2867,투다리 남부점,396093,526771
2868,매콤이닭,396457,524441
2869,카페비나,394337,526031
2870,오올,395118,521382
2871,소문난뒷고기,397071,526753
2872,요거프레스(원주길카페점),400950,526970
2873,쭈꾸미있는신촌시오야끼,396610,524542
2874,궁다방,393968,527444
2875,고담,394213,527341
2876,잇썸디저트,394213,527602
2877,블루멘리트,393194,527567
2878,플로리스트,388941,531119
2879,등강막국수장어구이,416100,517337
2880,포유떡볶이연세대점,392303,519735
2881,치킨의민족 원주점,395177,526968
2882,싱싱한녀석들,395122,524869
2883,신월랑다슬기해장국혁신점,393261,525761
2884,진미한식,393838,526155
2885,못난이꽈배기 원주중앙시장점,395670,527548
2886,정가네태백실비한우,393872,528454
2887,이태리부대찌개 원주단계점,393995,526963
2888,BHC치킨 명륜1호점,394910,524889
2889,바들칼국수,393912,526172
2890,피자브라더스 태장점,396576,528894
2891,약속다방,393972,527196
2892,미치도,394039,527100
2893,짱돌네어곰탕,416061,517296
2894,영해가,395712,531310
2895,jj1503,397410,526341
2896,공순희 쌀찐빵,417090,517809
2897,투더디프런트 원주단계점,393781,527237
2898,지하로117,395180,526872
2899,아리가또맘마 원주홈플러스점,397295,523974
2900,후레쉬빈,393735,526896
2901,다슈제과,394184,527064
2902,쥬쥬스키친,394371,526745
2903,커플마카롱,395291,524325
2904,카페 미쁘다,394857,525855
2905,태봉 해물탕,395572,531326
2906,772번지가든,400321,526200
2907,제주밥상,395114,524563
2908,꼭지네막국수,395004,529998
2909,찌개랑밥이랑,394245,527455
2910,치즈를사랑한찜닭 기업도시점,388941,531119
2911,처갓집칼국수,395149,525094
2912,보이는라디오,394597,529635
2913,산마루,402309,518163
2914,대포삼겹살,397091,526708
2915,푸드코트엘리시온 연세대점,391415,519891
2916,또와요손칼국수,394362,526705
2917,꿀돼지순대,393776,527421
2918,닭치거라무실점,394230,526266
2919,디누보스시베이원주점,393262,526618
2920,삼호복집,394248,527133
2921,타르타르 원주무실동점,393859,525703
2922,불타는닭갈비 일산점,395636,527468
2923,원주돼지부속참숯,393700,526096
2924,산골손두부,393963,533266
2925,또봉이통닭 원주터미널점,394149,527262
2926,청송횟집,396332,526448
2927,속초어장,395974,531422
2928,무실교동짬뽕,393513,525731
2929,금순이네포차&치킨,393242,526246
2930,혼술,394759,528316
2931,참치스테이션,393958,527102
2932,크로크로 홈플러스 원주점,397295,523974
2933,아무르,388838,531219
2934,꽁술,396375,524402
2935,텀브커피 원주무실점,394099,525801
2936,더치캐슬,394241,528140
2937,껍데기클라쓰 원주무실점,393924,525828
2938,달그락,394765,529604
2939,원주면옥,394702,528490
2940,마늘은약이다 보쌈막국수,394077,525644
2941,꽃밭머리,401470,527402
2942,철다리감자탕,395840,527919
2943,토라참치,393772,526183
2944,곱사랑,392855,520935
2945,팔도미반,392955,522142
2946,대구식당,396333,527570
2947,명불허전,389117,530107
2948,치르치르 원주봉화산점,393774,527364
2949,신림족발,407487,514140
2950,언니쓰 포차,395659,527867
2951,꼬끼나와치킨 태장점,395563,531045
2952,진우돈가,393766,527456
2953,감자바우,395084,524976
2954,족이야기,393542,527458
2955,미래세상,418144,519637
2956,윤가냉면,395099,524283
2957,삼부자면옥,396506,524258
2958,세자매 반찬과 밥,395356,525596
2959,가리참숯갈비명가,394116,525647
2960,골든에그,396602,523855
2961,무새풍,393954,525619
2962,중국집(단계점),394261,527296
2963,정성명인족발,394372,528226
2964,얌샘 원주단계점,394093,526468
2965,두둥,398415,524772
2966,미식가,397152,524397
2967,곤지암할매소머리국밥 원주개운점,395635,525561
2968,희야,394011,525602
2969,채선당 단계점,393766,527261
2970,Cafe Road 37,393892,525790
2971,인정국물떡볶이,389279,530639
2972,플로리스트,393714,527169
2973,밥줘요,394173,525620
2974,다경 황태칼국수,398374,524628
2975,가고시마라멘기바레,395726,524471
2976,세일녹각삼계탕,394590,523979
2977,우탐가,399006,525091
2978,소풍돈까스,395127,525775
2979,이화수전통육개장 원주무실점,393950,525756
2980,다솔밥상,389007,530097
2981,피자필,395717,531122
2982,평창옛날손칼국수,396461,528454
2983,무리실카페,393135,525019
2984,도시인김밥,393748,527381
2985,문마카롱,385241,524130
2986,오룡닭발,394507,529782
2987,Oa Sis Coffee,389001,530312
2988,닭이랑도니랑,393024,521933
2989,6AM 수제샌드위치,396159,525942
2990,꾼노리 원주단구점,395789,525316
2991,홍순애 황둔쌀찐빵,417064,517769
2992,타코비 원주터미널점,394189,527082
2993,돈우촌,393609,526741
2994,굽네치킨 원주태장우산점,395595,531531
2995,페리카나 원주역전점,395291,528172
2996,땅땅치킨 한지공원점,394322,526130
2997,코우 이자카야,393760,526269
2998,스타벅스 원주단구점,395698,525389
2999,구다,395171,525059
3000,소셜티클럽,398727,525086
3001,본앤본 단구점,395764,525338
3002,오리마을,396285,534221
3003,가나안오리,393958,522775
3004,북경각,395040,524674
3005,만랩커피 원주단계점,393629,527280
3006,장독대칼국수,397311,526696
3007,여기로와,395472,527996
3008,자갈마당포차,395189,524928
3009,봉순이순대국,393193,526506
3010,샤브리카,391985,519290
3011,백년손님서서갈비 단계점,393952,527339
3012,곤트란쉐리에 원주점,394005,525877
3013,동네덮밥,395165,527261
3014,랑이네꼬마김밥,396078,526776
3015,남매분식,396097,526767
3016,피크닉바스켓 원주점,393908,525666
3017,규초밥,393309,525749
3018,왕손피자 원주점,396291,526612
3019,셀렉토커피 원주만대공원점,393891,526130
3020,우가닭닭목살닭갈비 아들점,396382,524531
3021,동행으로,396163,526788
3022,우리할매떡볶이 원주무실점,393948,525690
3023,자담치킨 원주단구점,395404,525049
3024,루야,394857,525855
3025,화요일,400992,526936
3026,왕창덮밥&왕창국밥,384106,523334
3027,한샘스크린골프,393647,526751
3028,중식당,399248,525081
3029,롤러와,393980,527005
3030,한빛커피&식사,394825,529358
3031,프랭크버거 원주무실점,393987,525824
3032,파스타세끼&윙스버거,393055,524870
3033,또바기앤빠라삐리뽀,396708,523673
3034,울다가웃다가아,395925,525520
3035,공유주방,395973,531420
3036,별쭈꾸미,398619,524981
3037,청에반하다,385175,525397
3038,흥업태기산막국수,393037,522739
3039,정가계 닭목살구이 혁신2호점,398424,524865
3040,프레샌드,394055,525730
3041,꾸브라꼬 숯불두마리치킨 원주혁신단관점,398507,524951
3042,윤츠,393834,525663
3043,스탑바이,396420,528811
3044,해월랑,394001,529752
3045,오늘,385670,534464
3046,문일한우촌 오크벨리점,385592,534523
3047,채움그이상의아름다움,394160,527347
3048,카페룬다,395522,526162
3049,숲,396492,524978
3050,길찻집,396421,526614
3051,디어마이블루,395195,524355
3052,숲에향기,392434,508330
3053,낮밥밤술,398512,524723
3054,세인트병원장례식장,397995,524918
3055,날쌘카페 원주단계점,393983,527036
3056,한옥집,387614,525739
3057,복담,387327,531307
3058,행복한식당,396664,529807
3059,본도시락 원주기업도시점,389622,530278
3060,플레이트,395056,524838
3061,찰보리와호두과자공장,389263,530374
3062,행운다방,395994,527268
3063,인정다방,396004,526396
3064,송어스타,396359,524467
3065,그남자의꼬치,396398,524482
3066,식사시간,399192,524883
3067,준식당 반곡점,397011,526153
3068,만월정,397011,526153
3069,쏘디,395161,525051
3070,무지개분식 태장점,395873,530779
3071,포퍼카페,398084,524121
3072,공차 원주기업도시점,388922,530249
3073,오복장칼국수,398637,524939
3074,컴포즈커피 원주중앙점,395699,527455
3075,설희찻집,395977,527391
3076,소라식당&커피,395579,531086
3077,홍콩할매스토어 개운점,396369,526317
3078,올모,392472,520203
3079,최가네영양탕 무실점,393192,526513
3080,은정돼지부속구이 단관점,393680,526289
3081,엘까페,395478,527262
3082,탕화쿵푸마라탕 무실점,393966,525798
3083,공차 원주중앙점,395663,527542
3084,원주장작구이 혁신본점,398376,524932
3085,메가커피 원주반곡점,397161,526123
3086,풍미식당 기업도시점,388919,531141
3087,무튼,399083,525037
3088,자담치킨 단관행복점,397133,523996
3089,망원동티라미수 원주단계점,394189,527081
3090,히릿,396407,524496
3091,아기사자,386643,526198
3092,이화1996,394314,526438
3093,신세계,395069,525891
3094,크라상점 원주무실점,393922,525765
3095,서울뚝배기,396361,526869
3096,대패92 원주기업도시점,389001,530312
3097,삼첩분식 원주 단구점,396213,525532
3098,할매안흥찐빵동네커피1500 원주본점,400793,526561
3099,김형제고기의철학 원주무실점,394011,525602
3100,고가네본가추어탕,397723,523565
3101,깨품은닭,396031,533039
3102,카페픽스,395203,527409
3103,예지관편의점,394001,529752
3104,이피커피,396426,523912
3105,쉼표보드게임,395663,525422
3106,또래오래 원주반곡봉산점,397046,526457
3107,하이웨이,387228,532269
3108,던킨도너츠 원주태장점,396180,528726
3109,요거둥,395843,526383
3110,라사천 마라탕 마라샹궈 원주점,395647,531124
3111,담꾹 원주기업도시점,388941,531119
3112,호호꽈배기,396194,526599
3113,정가계닭목살구이 천매점,395010,524739
3114,모자닭발집,395305,525244
3115,다온김밥,393898,527712
3116,보리보리쌀,396095,526631
3117,단관민물장어 무실점,393777,526232
3118,달그락,395334,526826
3119,석원이네옛날통닭,397938,531229
3120,청년피자 기업도시점,388656,530404
3121,육고집 원주점,393769,527264
3122,온누리(먹거리)굿샵,394478,529789
3123,숨숲아무르,391319,539955
3124,박달순대국 본점,396332,526447
3125,레제푸,394411,526106
3126,에덴카페,395602,524442
3127,엘린스샌드위치 원주단구점,395154,524337
3128,착한뒷고기,396814,526197
3129,핑키펑키,394176,528224
3130,태리로제떡볶이 단계점,394248,527455
3131,수피아,399893,530609
3132,뽀빠2꼬마김밥,384470,523659
3133,트윈베어,394404,526179
3134,다이닝버거 행구점,397734,526553
3135,갓구운빵마을,395663,525422
3136,동해바다본전해물찜,398462,524899
3137,외할머니가마솥추어탕,396133,527373
3138,469수피아,394920,524948
3139,비에이치씨 명륜점,395256,525691
3140,푸라닭 원주태장점,395806,531267
3141,대박야식,395630,531332
3142,상원오리,393319,521836
3143,오나전 본점,393945,527292
3144,블루포트 국민건강보험 공단본부점,398980,524739
3145,닭봉씨푸드,394024,527551
3146,풍경채,398633,525461
3147,고기생각,398442,524857
3148,한우곱창구다,395171,525059
3149,돼지몽 단계점,394024,527551
3150,워라밸카페,394362,527802
3151,진광분식,394671,530020
3152,러블리호프,395113,524856
3153,우주커피,393268,526610
3154,뉴 욕쟁이 디저트 원주혁신점,398965,524939
3155,경성꽈배기 기업도시점,388839,531211
3156,국민낙곱새 원주점,395941,525511
3157,꼬기만땅점보비빔밥,385168,524088
3158,싹쓰리푸드,395304,527865
3159,빅스타피자 원주문막점,384334,523588
3160,무모한초밥 원주기업도시점,389088,530207
3161,마마트 원주단계점,394212,526815
